Assembly No,Year,Male MP Count,Female MP Count
1,1920,12,0
2,1923,7,0
3,1927,7,0
4,1931,7,0
5,1935,11,1
6,1939,8,1
7,1943,8,1
8,1946,11,0
9,1950,10,0
10,1954,12,0
11,1957,13,0
12,1961,9,0
13,1965,9,0
14,1969,9,0
15,1973,9,0
16,1977,8,0
17,1983,7,0
18,1987,7,0
19,1991,7,0
20,1996,8,0
21,1999,8,0
22,2002,7,0
23,2007,6,1
24,2011,5,1
25,2015,4,2
26,2015,5,1
27,2018,5,1
