Assembly No,Year,Male MP Count,Female MP Count
1,1920,6,0
2,1923,8,0
3,1927,7,0
4,1931,12,0
5,1935,11,0
6,1939,10,0
7,1943,12,0
8,1946,10,0
9,1950,10,0
10,1954,8,0
11,1957,8,0
12,1961,6,0
13,1965,6,0
14,1969,6,0
15,1973,5,0
16,1977,5,0
17,1983,5,0
18,1987,5,0
19,1991,5,0
20,1996,6,0
21,1999,6,0
22,2002,6,0
23,2007,6,0
24,2011,5,0
25,2015,4,0
26,2015,4,0
27,2018,4,1
