Assembly No,Year,Male MP Count,Female MP Count
1,1920,6,0
2,1923,5,0
3,1927,6,0
4,1931,5,0
5,1935,10,0
6,1939,7,0
7,1943,8,0
8,1946,7,0
9,1950,7,0
10,1954,8,0
11,1957,10,0
12,1961,7,0
13,1965,7,0
14,1969,7,0
15,1973,8,0
16,1977,8,0
17,1983,8,0
18,1987,8,0
19,1991,9,0
20,1996,9,0
21,1999,9,0
22,2002,9,1
23,2007,8,2
24,2011,10,2
25,2015,11,1
26,2015,11,1
27,2018,13,1
