Assembly No,Year,Male MP Count,Female MP Count
1,1920,11,0
2,1923,3,0
3,1927,4,0
4,1931,4,0
5,1935,6,0
6,1939,6,0
7,1943,6,0
8,1946,5,0
9,1950,6,0
10,1954,6,0
11,1957,7,0
12,1961,5,0
13,1965,5,0
14,1969,4,1
15,1973,5,0
16,1977,5,0
17,1983,4,0
18,1987,5,0
19,1991,5,0
20,1996,5,1
21,1999,6,0
22,2002,6,0
23,2007,6,0
24,2011,6,0
25,2015,6,0
26,2015,6,0
27,2018,6,1
