Assembly No,Year,Male MP Count,Female MP Count
1,1920,6,0
2,1923,2,0
3,1927,0,0
4,1931,0,0
5,1935,0,0
6,1939,3,0
7,1943,2,0
8,1946,2,0
9,1950,2,0
10,1954,3,0
11,1957,3,0
12,1961,2,0
13,1965,2,0
14,1969,2,0
15,1973,2,0
16,1977,2,0
17,1983,2,0
18,1987,1,1
19,1991,1,1
20,1996,1,1
21,1999,1,1
22,2002,2,0
23,2007,1,1
24,2011,1,1
25,2015,1,1
26,2015,2,0
27,2018,2,0
