Assembly No,Year,Male MP Count,Female MP Count
1,1920,5,0
2,1923,3,0
3,1927,4,0
4,1931,4,0
5,1935,3,1
6,1939,5,1
7,1943,4,1
8,1946,5,0
9,1950,5,0
10,1954,6,0
11,1957,6,0
12,1961,5,0
13,1965,3,1
14,1969,4,0
15,1973,4,0
16,1977,5,0
17,1983,3,1
18,1987,4,0
19,1991,4,0
20,1996,3,1
21,1999,4,0
22,2002,4,0
23,2007,4,0
24,2011,3,0
25,2015,3,0
26,2015,3,0
27,2018,3,1
