Assembly No,Year,Male MP Count,Female MP Count
1,1920,8,0
2,1923,6,0
3,1927,6,0
4,1931,7,0
5,1935,6,1
6,1939,7,1
7,1943,7,1
8,1946,8,0
9,1950,9,0
10,1954,9,0
11,1957,10,0
12,1961,7,0
13,1965,7,0
14,1969,7,0
15,1973,7,0
16,1977,6,0
17,1983,5,0
18,1987,6,0
19,1991,6,0
20,1996,7,0
21,1999,7,0
22,2002,6,1
23,2007,7,0
24,2011,5,0
25,2015,3,2
26,2015,3,2
27,2018,5,1
