Assembly No,Year,Male MP Count,Female MP Count
1,1920,12,0
2,1923,24,0
3,1927,17,0
4,1931,18,0
5,1935,19,1
6,1939,18,1
7,1943,27,1
8,1946,30,0
9,1950,25,2
10,1954,27,2
11,1957,36,3
12,1961,30,1
13,1965,32,0
14,1969,32,1
15,1973,35,3
16,1977,41,3
17,1983,32,5
18,1987,43,2
19,1991,46,4
20,1996,59,2
21,1999,61,7
22,2002,59,11
23,2007,54,16
24,2011,65,20
25,2015,67,21
26,2015,68,20
27,2018,77,22
