Assembly No,Year,Male MP Count,Female MP Count
1,1920,4,0
2,1923,4,0
3,1927,4,0
4,1931,5,0
5,1935,5,0
6,1939,6,0
7,1943,6,0
8,1946,6,0
9,1950,8,0
10,1954,8,0
11,1957,8,0
12,1961,5,0
13,1965,5,0
14,1969,4,1
15,1973,4,1
16,1977,4,0
17,1983,4,0
18,1987,4,0
19,1991,4,0
20,1996,5,0
21,1999,4,0
22,2002,4,0
23,2007,4,0
24,2011,4,0
25,2015,4,0
26,2015,4,0
27,2018,3,1
