Assembly No,Year,Male MP Count,Female MP Count
1,1920,7,0
2,1923,2,0
3,1927,3,0
4,1931,0,0
5,1935,0,0
6,1939,2,0
7,1943,2,0
8,1946,3,0
9,1950,3,0
10,1954,2,0
11,1957,3,0
12,1961,2,0
13,1965,1,1
14,1969,2,0
15,1973,2,0
16,1977,2,0
17,1983,3,0
18,1987,3,0
19,1991,3,0
20,1996,4,0
21,1999,4,0
22,2002,4,0
23,2007,4,0
24,2011,3,0
25,2015,2,1
26,2015,2,1
27,2018,3,0
