Assembly No,Year,Male MP Count,Female MP Count
1,1920,7,0
2,1923,4,0
3,1927,5,0
4,1931,6,0
5,1935,7,1
6,1939,8,1
7,1943,7,1
8,1946,10,0
9,1950,9,0
10,1954,9,0
11,1957,10,0
12,1961,7,0
13,1965,7,0
14,1969,7,0
15,1973,7,0
16,1977,7,0
17,1983,6,0
18,1987,6,0
19,1991,5,1
20,1996,7,0
21,1999,6,0
22,2002,7,0
23,2007,6,1
24,2011,4,1
25,2015,4,1
26,2015,5,0
27,2018,4,1
