Assembly No,Year,Male MP Count,Female MP Count
1,1920,10,0
2,1923,10,0
3,1927,13,0
4,1931,14,0
5,1935,14,1
6,1939,15,0
7,1943,17,0
8,1946,16,0
9,1950,17,0
10,1954,19,0
11,1957,21,0
12,1961,16,0
13,1965,16,0
14,1969,16,0
15,1973,16,0
16,1977,17,0
17,1983,13,0
18,1987,14,0
19,1991,13,0
20,1996,16,0
21,1999,16,0
22,2002,16,0
23,2007,15,1
24,2011,12,2
25,2015,11,3
26,2015,12,2
27,2018,12,3
