Assembly No,Year,Male MP Count,Female MP Count
1,1920,0,0
2,1923,3,0
3,1927,3,0
4,1931,3,0
5,1935,3,0
6,1939,5,0
7,1943,5,0
8,1946,5,0
9,1950,5,0
10,1954,5,0
11,1957,6,0
12,1961,4,0
13,1965,4,0
14,1969,4,0
15,1973,3,0
16,1977,3,0
17,1983,3,0
18,1987,3,0
19,1991,3,0
20,1996,4,0
21,1999,3,0
22,2002,3,0
23,2007,3,0
24,2011,3,0
25,2015,3,0
26,2015,3,0
27,2018,3,0
