Assembly No,Year,Male MP Count,Female MP Count
1,1920,8,0
2,1923,8,0
3,1927,6,0
4,1931,8,0
5,1935,9,0
6,1939,10,1
7,1943,8,1
8,1946,11,0
9,1950,11,0
10,1954,10,0
11,1957,10,0
12,1961,7,0
13,1965,7,0
14,1969,6,0
15,1973,6,0
16,1977,5,0
17,1983,4,0
18,1987,4,0
19,1991,4,0
20,1996,5,0
21,1999,4,0
22,2002,4,0
23,2007,4,0
24,2011,3,0
25,2015,3,0
26,2015,3,0
27,2018,3,0
