Assembly No,Year,Male MP Count,Female MP Count
1,1920,0,0
2,1923,0,0
3,1927,0,0
4,1931,0,0
5,1935,0,0
6,1939,0,0
7,1943,0,0
8,1946,0,0
9,1950,0,0
10,1954,0,0
11,1957,0,0
12,1961,0,0
13,1965,0,0
14,1969,0,0
15,1973,0,0
16,1977,0,0
17,1983,0,0
18,1987,0,0
19,1991,1,1
20,1996,1,1
21,1999,2,0
22,2002,1,1
23,2007,1,1
24,2011,1,0
25,2015,2,0
26,2015,2,0
27,2018,1,0
