Assembly No,Year,Male MP Count,Female MP Count
1,1920,11,0
2,1923,10,0
3,1927,5,0
4,1931,6,0
5,1935,7,0
6,1939,7,0
7,1943,6,0
8,1946,7,0
9,1950,7,0
10,1954,8,0
11,1957,9,0
12,1961,7,0
13,1965,7,1
14,1969,6,0
15,1973,8,0
16,1977,7,0
17,1983,5,0
18,1987,7,0
19,1991,8,0
20,1996,9,0
21,1999,11,0
22,2002,11,0
23,2007,10,1
24,2011,11,1
25,2015,9,3
26,2015,11,1
27,2018,12,2
