Assembly No,Year,Male MP Count,Female MP Count
1,1920,6,0
2,1923,3,0
3,1927,7,0
4,1931,7,0
5,1935,8,1
6,1939,7,2
7,1943,10,1
8,1946,10,0
9,1950,10,0
10,1954,12,0
11,1957,14,0
12,1961,11,0
13,1965,10,1
14,1969,11,0
15,1973,10,0
16,1977,10,0
17,1983,9,0
18,1987,9,0
19,1991,9,0
20,1996,11,0
21,1999,10,0
22,2002,9,0
23,2007,8,1
24,2011,8,1
25,2015,8,1
26,2015,8,1
27,2018,7,2
