Assembly No,Year,Male MP Count,Female MP Count
1,1920,7,0
2,1923,3,0
3,1927,2,0
4,1931,2,0
5,1935,3,0
6,1939,3,0
7,1943,4,0
8,1946,3,0
9,1950,3,0
10,1954,4,0
11,1957,5,0
12,1961,3,0
13,1965,4,0
14,1969,4,0
15,1973,4,0
16,1977,4,0
17,1983,4,0
18,1987,5,0
19,1991,5,0
20,1996,6,0
21,1999,7,0
22,2002,7,0
23,2007,5,2
24,2011,6,2
25,2015,5,3
26,2015,5,3
27,2018,6,2
