Assembly No,Year,Male MP Count,Female MP Count
1,1920,0,0
2,1923,2,0
3,1927,3,0
4,1931,4,0
5,1935,5,0
6,1939,5,0
7,1943,6,0
8,1946,6,0
9,1950,5,0
10,1954,6,0
11,1957,6,0
12,1961,4,0
13,1965,4,0
14,1969,4,0
15,1973,3,1
16,1977,3,1
17,1983,4,0
18,1987,4,0
19,1991,3,1
20,1996,4,1
21,1999,4,1
22,2002,5,0
23,2007,5,0
24,2011,4,2
25,2015,4,2
26,2015,4,2
27,2018,5,2
