Assembly No,Year,Male MP Count,Female MP Count
1,1920,6,0
2,1923,2,0
3,1927,1,0
4,1931,1,0
5,1935,0,0
6,1939,1,0
7,1943,1,0
8,1946,1,0
9,1950,1,0
10,1954,1,0
11,1957,1,0
12,1961,1,0
13,1965,1,0
14,1969,1,0
15,1973,1,0
16,1977,1,0
17,1983,2,0
18,1987,2,0
19,1991,2,0
20,1996,2,0
21,1999,3,0
22,2002,3,0
23,2007,3,0
24,2011,3,0
25,2015,2,1
26,2015,2,1
27,2018,2,1
