Assembly No,Year,Male MP Count,Female MP Count
1,1920,8,0
2,1923,11,0
3,1927,12,0
4,1931,12,0
5,1935,14,0
6,1939,14,1
7,1943,16,1
8,1946,15,1
9,1950,16,1
10,1954,19,1
11,1957,20,2
12,1961,17,0
13,1965,17,0
14,1969,18,0
15,1973,17,1
16,1977,17,2
17,1983,15,2
18,1987,16,3
19,1991,18,1
20,1996,20,4
21,1999,22,2
22,2002,20,4
23,2007,21,3
24,2011,21,5
25,2015,22,4
26,2015,23,3
27,2018,24,4
