Assembly No,Year,Male MP Count,Female MP Count
1,1920,12,0
2,1923,5,0
3,1927,4,0
4,1931,4,0
5,1935,7,1
6,1939,10,1
7,1943,9,1
8,1946,9,1
9,1950,11,0
10,1954,13,0
11,1957,16,0
12,1961,12,0
13,1965,13,0
14,1969,13,0
15,1973,13,0
16,1977,14,0
17,1983,11,1
18,1987,13,1
19,1991,14,0
20,1996,16,1
21,1999,13,1
22,2002,11,3
23,2007,11,3
24,2011,13,1
25,2015,11,3
26,2015,11,3
27,2018,11,4
