Assembly No,Year,Male MP Count,Female MP Count
1,1920,55,0
2,1923,49,0
3,1927,49,0
4,1931,58,0
5,1935,64,1
6,1939,67,2
7,1943,69,3
8,1946,66,1
9,1950,68,1
10,1954,75,1
11,1957,81,3
12,1961,62,2
13,1965,63,1
14,1969,63,1
15,1973,60,1
16,1977,61,2
17,1983,53,2
18,1987,57,3
19,1991,58,1
20,1996,65,7
21,1999,68,3
22,2002,64,7
23,2007,66,5
24,2011,60,9
25,2015,59,8
26,2015,59,8
27,2018,65,10
