Assembly No,Year,Male MP Count,Female MP Count
1,1920,8,0
2,1923,5,0
3,1927,5,0
4,1931,4,0
5,1935,6,0
6,1939,5,0
7,1943,5,0
8,1946,6,0
9,1950,7,0
10,1954,7,0
11,1957,9,0
12,1961,6,0
13,1965,6,0
14,1969,6,0
15,1973,7,0
16,1977,7,0
17,1983,5,1
18,1987,6,1
19,1991,7,0
20,1996,8,0
21,1999,9,0
22,2002,8,0
23,2007,8,0
24,2011,7,1
25,2015,6,2
26,2015,7,1
27,2018,7,1
